symbol,fiscal_year,fiscal_period,quarter_label,calendar_period,period_end,report_date,calendar_quarter,calendar_quarter_override,revenue_actual,gaap_ni,gaap_eps_diluted_as_reported,dil_shares_as_reported,ng_ni,ng_eps_as_reported,cumulative_split_factor,gaap_eps_diluted_current,dil_shares_current,ng_eps_current,revenue_consensus,ng_eps_consensus_as_reported,ng_eps_consensus_current,ni_consensus,num_analysts_revenue,num_analysts_eps,consensus_last_refreshed,consensus_source,rev_beat_miss_pct,rev_qoq_pct,rev_yoy_pct,gaap_ni_beat_miss_pct,gaap_ni_qoq_pct,gaap_ni_yoy_pct,gaap_eps_qoq_pct,gaap_eps_yoy_pct,ng_ni_qoq_pct,ng_ni_yoy_pct,ng_eps_beat_miss_pct,ng_eps_qoq_pct,ng_eps_yoy_pct,non_gaap_basis_override,basis_change_event,actuals_source_url,actuals_filing_date,is_restated,last_verified_at,last_verified_against,notes,created_at,updated_at
MSFT,2026,Q1,Q1 FY2026,Jul-Sep 2025,2025-09-30,2025-10-29,Q3 2025,,77.673,27.747,3.72,7466,30.83458,4.13,1,3.7200000000000000,7466,4.1300000000000000,75.494678452,3.67,3.6700000000000000,,,,2026-06-09 11:40:10.36048+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-10-29,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
MSFT,2026,Q2,Q2 FY2026,Oct-Dec 2025,2025-12-31,2026-01-28,Q4 2025,,81.273,38.458,5.16,7460,30.8844,4.14,1,5.1600000000000000,7460,4.1400000000000000,80.3087,3.9,3.9000000000000000,,,,2026-06-09 11:40:10.36048+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2026-01-28,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
MSFT,2026,Q3,Q3 FY2026,Jan-Mar 2026,2026-03-31,2026-04-29,Q1 2026,,82.886,31.778,4.27,7445,31.79015,4.27,1,4.2700000000000000,7445,4.2700000000000000,81.44437,4.06,4.0600000000000000,,,,2026-06-09 11:40:10.36048+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2026-04-29,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2021,Q2,Q2 FY2021,May-Jul 2020,2020-07-26,2020-08-19,Q2 2020,,3.866,0.622,0.025,25040,1.252,0.05,40,0.00062500000000000000,1001600,0.00125000000000000000,3.493587155,0.05,0.00125000000000000000,,,,2026-06-09 11:40:14.100635+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2020-08-19,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2021,Q3,Q3 FY2021,Aug-Oct 2020,2020-10-25,2020-11-18,Q3 2020,,4.726,1.336,0.053,25200,1.764,0.07,40,0.00132500000000000000,1008000,0.00175000000000000000,4.100770428,0.06,0.00150000000000000000,,,,2026-06-09 11:40:14.100635+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2020-11-18,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2021,Q4,Q4 FY2021,Nov-Jan 2021,2021-01-31,2021-02-24,Q4 2020,,5.003,1.457,0.058,25240,2.0192,0.08,40,0.00145000000000000000,1009600,0.00200000000000000000,4.81435,0.07,0.00175000000000000000,,,,2026-06-09 11:40:14.100635+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-02-26,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2022,Q1,Q1 FY2022,Mar-May 2021,2021-05-02,2021-05-26,Q2 2021,,5.661,1.912,0.076,25280,2.2752,0.09,40,0.00190000000000000000,1011200,0.00225000000000000000,5.31843,0.08,0.00200000000000000000,,,,2026-06-09 11:40:14.101613+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-05-26,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2022,Q2,Q2 FY2022,Jun-Aug 2021,2021-08-01,2021-08-18,Q3 2021,,6.507,2.374,0.094,25320,2.532,0.1,10,0.00940000000000000000,253200,0.01000000000000000000,6.8167,0.1,0.01000000000000000000,,,,2026-06-09 11:40:14.101613+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-08-20,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2022,Q3,Q3 FY2022,Aug-Oct 2021,2021-10-31,2021-11-17,Q3 2021,,7.103,2.464,0.097,25380,3.0456,0.12,10,0.00970000000000000000,253800,0.01200000000000000000,7.41339,0.11,0.01100000000000000000,,,,2026-06-09 11:40:14.101613+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-11-22,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2022,Q4,Q4 FY2022,Nov-Jan 2022,2022-01-30,2022-02-16,Q4 2021,,7.643,3.003,0.12,25450,3.3085,0.13,10,0.01200000000000000000,254500,0.01300000000000000000,7.41339,0.12,0.01200000000000000000,,,,2026-06-09 11:40:14.10261+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-03-18,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2023,Q1,Q1 FY2023,Mar-May 2022,2022-05-01,2022-05-25,Q2 2022,,8.288,1.618,0.064,25370,3.5518,0.14,10,0.00640000000000000000,253700,0.01400000000000000000,8.123361361,0.13,0.01300000000000000000,,,,2026-06-09 11:40:14.10261+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-05-27,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2023,Q2,Q2 FY2023,May-Jul 2022,2022-07-31,2022-08-24,Q2 2022,,6.704,0.656,0.026,25160,1.258,0.05,10,0.00260000000000000000,251600,0.00500000000000000000,6.69948657,0.06,0.00600000000000000000,,,,2026-06-09 11:40:14.10261+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-08-31,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2023,Q3,Q3 FY2023,Aug-Oct 2022,2022-10-30,2022-11-16,Q3 2022,,5.931,0.68,0.027,24990,1.4994,0.06,10,0.00270000000000000000,249900,0.00600000000000000000,5.780771964,0.07,0.00700000000000000000,,,,2026-06-09 11:40:14.10261+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-11-18,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2023,Q4,Q4 FY2023,Nov-Jan 2023,2023-01-29,2023-02-22,Q4 2022,,6.051,1.414,0.0571,24770,2.2293,0.09,10,0.00571000000000000000,247700,0.00900000000000000000,6.00816,0.08,0.00800000000000000000,,,,2026-06-09 11:40:14.10261+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-02-24,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2024,Q1,Q1 FY2024,Feb-Apr 2023,2023-04-30,2023-05-24,Q1 2023,,7.192,2.043,0.082,24900,2.739,0.11,10,0.00820000000000000000,249000,0.01100000000000000000,6.51683,0.09,0.00900000000000000000,,,,2026-06-09 11:40:14.10261+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-05-26,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2024,Q2,Q2 FY2024,May-Jul 2023,2023-07-30,2023-08-23,Q2 2023,,13.507,6.188,0.25,24990,6.7473,0.27,10,0.02500000000000000000,249900,0.02700000000000000000,11.224,0.21,0.02100000000000000000,,,,2026-06-09 11:40:14.103805+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-08-28,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2024,Q3,Q3 FY2024,Aug-Oct 2023,2023-10-29,2023-11-21,Q3 2023,,18.12,9.243,0.37,24940,9.976,0.4,10,0.03700000000000000000,249400,0.04000000000000000000,16.294147339,0.34,0.03400000000000000000,,,,2026-06-09 11:40:14.103805+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-11-21,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2024,Q4,Q4 FY2024,Nov-Jan 2024,2024-01-28,2024-02-21,Q4 2023,,22.103,12.285,0.49,24900,12.948,0.52,10,0.04900000000000000000,249000,0.05200000000000000000,20.2388,0.46,0.04600000000000000000,,,,2026-06-09 11:40:14.103805+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-02-21,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2025,Q1,Q1 FY2025,Feb-Apr 2024,2024-04-28,2024-05-22,Q1 2024,,26.044,14.881,0.6,24890,15.1829,0.61,10,0.06000000000000000000,248900,0.06100000000000000000,24.592795107,0.56,0.05600000000000000000,,,,2026-06-09 11:40:14.103805+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-05-29,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2025,Q2,Q2 FY2025,May-Jul 2024,2024-07-28,2024-08-28,Q2 2024,,30.04,16.599,0.67,24848,16.89664,0.68,1,0.67000000000000000000,24848,0.68000000000000000000,28.779505589,0.645,0.64500000000000000000,,,,2026-06-09 11:40:14.103805+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-08-28,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2025,Q3,Q3 FY2025,Aug-Oct 2024,2024-10-27,2024-11-20,Q3 2024,,35.082,19.309,0.78,24774,20.06694,0.81,1,0.78000000000000000000,24774,0.81000000000000000000,33.171592429,0.75,0.75000000000000000000,,,,2026-06-09 11:40:14.103805+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-11-20,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2025,Q4,Q4 FY2025,Nov-Jan 2025,2025-01-26,2025-02-26,Q4 2024,,39.331,22.091,0.89,24706,21.98834,0.89,1,0.89000000000000000000,24706,0.89000000000000000000,38.101348563,0.848,0.84800000000000000000,,,,2026-06-09 11:40:14.104665+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-02-26,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2026,Q1,Q1 FY2026,Feb-Apr 2025,2025-04-27,2025-05-28,Q1 2025,,44.062,18.775,0.76,24611,19.93491,0.81,1,0.76000000000000000000,24611,0.81000000000000000000,43.334160366,0.737,0.73700000000000000000,,,,2026-06-09 11:40:14.104665+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-05-28,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2026,Q2,Q2 FY2026,May-Jul 2025,2025-07-27,2025-08-27,Q2 2025,,46.743,26.422,1.08,24532,25.7586,1.05,1,1.08000000000000000000,24532,1.05000000000000000000,46.048920689,1.01,1.01000000000000000000,,,,2026-06-09 11:40:14.104665+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-08-27,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2026,Q3,Q3 FY2026,Aug-Oct 2025,2025-10-26,2025-11-19,Q3 2025,,57.006,31.91,1.3,24483,31.8279,1.3,1,1.30000000000000000000,24483,1.30000000000000000000,54.961119678,1.26,1.26000000000000000000,,,,2026-06-09 11:40:14.104665+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-11-19,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2026,Q4,Q4 FY2026,Nov-Jan 2026,2026-01-25,2026-02-25,Q4 2025,,68.127,42.96,1.76,24432,39.57984,1.62,1,1.76000000000000000000,24432,1.62000000000000000000,66.12647,1.54,1.54000000000000000000,,,,2026-06-09 11:40:14.104665+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2026-02-25,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
NVDA,2027,Q1,Q1 FY2027,Feb-Apr 2026,2026-04-26,2026-05-20,Q1 2026,,81.615,58.321,2.39,24391,45.61117,1.87,1,2.3900000000000000,24391,1.87000000000000000000,78.42337,1.76,1.76000000000000000000,,,,2026-06-09 11:40:14.104665+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2026-05-20,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2020,Q2,Q2 2020,Apr-Jun 2020,2020-06-30,2020-07-22,Q2 2020,,6.036,0.104,0.0335,3108,0.4662,0.15,15,0.00223333333333333333,46620,0.01000000000000000000,0.411545454,0.01084,0.00072266666666666667,,,,2026-06-09 11:40:29.301178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2020-07-28,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2020,Q3,Q3 2020,Jul-Sep 2020,2020-09-30,2020-10-21,Q3 2020,,8.771,0.3,0.0905,3315,0.82875,0.25,3,0.03016666666666666667,9945,0.08333333333333333333,6.809065789,0.18,0.06000000000000000000,,,,2026-06-09 11:40:29.301178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2020-10-26,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2020,Q4,Q4 2020,Oct-Dec 2020,2020-12-31,2021-01-27,Q4 2020,,10.744,0.239,0.0709,3372,0.91044,0.27,3,0.02363333333333333333,10116,0.09000000000000000000,10.1968,0.3,0.10000000000000000000,,,,2026-06-09 11:40:29.301178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-02-08,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2021,Q1,Q1 2021,Jan-Mar 2021,2021-03-31,2021-04-26,Q1 2021,,10.389,0.438,0.13,3399,1.05369,0.31,3,0.04333333333333333333,10197,0.10333333333333333333,9.97633,0.26,0.08666666666666666667,,,,2026-06-09 11:40:29.301178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-04-28,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2021,Q2,Q2 2021,Apr-Jun 2021,2021-06-30,2021-07-26,Q2 2021,,11.958,1.142,0.34,3357,1.61136,0.48,3,0.11333333333333333333,10071,0.16000000000000000000,8.644038631,0.33,0.11000000000000000000,,,,2026-06-09 11:40:29.301178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-07-27,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2021,Q3,Q3 2021,Jul-Sep 2021,2021-09-30,2021-10-20,Q3 2021,,13.757,1.618,0.48,3369,2.08878,0.62,3,0.16000000000000000000,10107,0.20666666666666666667,13.1486,0.53,0.17666666666666666667,,,,2026-06-09 11:40:29.301178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-10-25,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2021,Q4,Q4 2021,Oct-Dec 2021,2021-12-31,2022-01-26,Q4 2021,,17.719,2.321,0.54,4305,3.65925,0.85,3,0.18000000000000000000,12915,0.28333333333333333333,15.7476,0.79,0.26333333333333333333,,,,2026-06-09 11:40:29.301178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-02-07,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2022,Q1,Q1 2022,Jan-Mar 2022,2022-03-31,2022-04-20,Q1 2022,,18.756,3.318,0.95,3472,3.71504,1.07,3,0.31666666666666666667,10416,0.35666666666666666667,17.868578587,0.75,0.25000000000000000000,,,,2026-06-09 11:40:29.301178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-04-25,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2022,Q2,Q2 2022,Apr-Jun 2022,2022-06-30,2022-07-20,Q2 2022,,16.934,2.259,0.65,3464,2.63264,0.76,3,0.21666666666666666667,10392,0.25333333333333333333,16.539370385,0.6,0.20000000000000000000,,,,2026-06-09 11:40:29.301178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-07-25,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2022,Q3,Q3 2022,Jul-Sep 2022,2022-09-30,2022-10-19,Q3 2022,,21.454,3.292,0.95,3468,3.6414,1.05,1,0.95000000000000000000,3468,1.05000000000000000000,21.982042234,0.99,0.99000000000000000000,,,,2026-06-09 11:40:29.301178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-10-24,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2022,Q4,Q4 2022,Oct-Dec 2022,2022-12-31,2023-01-25,Q4 2022,,24.318,3.714,1.07,3475,4.13525,1.19,1,1.07000000000000000000,3475,1.19000000000000000000,24.669077753,1.13,1.13000000000000000000,,,,2026-06-09 11:40:29.302178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-01-31,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2023,Q1,Q1 2023,Jan-Mar 2023,2023-03-31,2023-04-19,Q1 2023,,23.329,2.513,0.73,3468,2.9478,0.85,1,0.73000000000000000000,3468,0.85000000000000000000,23.2903,0.85,0.85000000000000000000,,,,2026-06-09 11:40:29.302178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-04-24,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2023,Q2,Q2 2023,Apr-Jun 2023,2023-06-30,2023-07-19,Q2 2023,,24.927,2.703,0.78,3478,3.16498,0.91,1,0.78000000000000000000,3478,0.91000000000000000000,24.4771,0.82,0.82000000000000000000,,,,2026-06-09 11:40:29.302178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-07-24,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2023,Q3,Q3 2023,Jul-Sep 2023,2023-09-30,2023-10-18,Q3 2023,,23.35,1.853,0.53,3493,2.30538,0.66,1,0.53000000000000000000,3493,0.66000000000000000000,24.0961,0.72,0.72000000000000000000,,,,2026-06-09 11:40:29.302178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-10-23,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2023,Q4,Q4 2023,Oct-Dec 2023,2023-12-31,2024-01-24,Q4 2023,,25.167,7.93,2.27,3492,2.47932,0.71,1,2.2700000000000000,3492,0.71000000000000000000,25.5475,0.75,0.75000000000000000000,,,,2026-06-09 11:40:29.302178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-01-29,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2024,Q1,Q1 2024,Jan-Mar 2024,2024-03-31,2024-04-23,Q1 2024,,21.301,1.39,0.41,3484,1.5678,0.45,1,0.41000000000000000000,3484,0.45000000000000000000,22.220029354,0.51,0.51000000000000000000,,,,2026-06-09 11:40:29.302178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-04-24,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2024,Q2,Q2 2024,Apr-Jun 2024,2024-06-30,2024-07-23,Q2 2024,,25.5,1.4,0.4,3481,1.81012,0.52,1,0.40000000000000000000,3481,0.52000000000000000000,24.539747788,0.62,0.62000000000000000000,,,,2026-06-09 11:40:29.302178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-07-24,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2024,Q3,Q3 2024,Jul-Sep 2024,2024-09-30,2024-10-23,Q3 2024,,25.182,2.167,0.62,3497,2.51784,0.72,1,0.62000000000000000000,3497,0.72000000000000000000,25.468371161,0.58,0.58000000000000000000,,,,2026-06-09 11:40:29.302178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-10-24,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2024,Q4,Q4 2024,Oct-Dec 2024,2024-12-31,2025-01-29,Q4 2024,,25.707,2.314,0.658,3517,2.56741,0.73,1,0.65800000000000000000,3517,0.73000000000000000000,27.25892457,0.774,0.77400000000000000000,,,,2026-06-09 11:40:29.302178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-01-30,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2025,Q1,Q1 2025,Jan-Mar 2025,2025-03-31,2025-04-22,Q1 2025,,19.335,0.409,0.1162,3521,0.95067,0.27,1,0.11620000000000000000,3521,0.27000000000000000000,21.269497845,0.4136,0.41360000000000000000,,,,2026-06-09 11:40:29.302178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-04-23,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2025,Q2,Q2 2025,Apr-Jun 2025,2025-06-30,2025-07-23,Q2 2025,,22.496,1.172,0.333,3519,1.4076,0.4,1,0.33300000000000000000,3519,0.40000000000000000000,22.279678348,0.3972,0.39720000000000000000,,,,2026-06-09 11:40:29.302178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-07-24,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2025,Q3,Q3 2025,Jul-Sep 2025,2025-09-30,2025-10-22,Q3 2025,,28.095,1.373,0.39,3526,1.763,0.5,1,0.39000000000000000000,3526,0.50000000000000000000,26.540367719,0.558,0.55800000000000000000,,,,2026-06-09 11:40:29.302178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-10-23,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2025,Q4,Q4 2025,Oct-Dec 2025,2025-12-31,2026-01-28,Q4 2025,,24.901,0.84,0.24,3539,1.7695,0.5,1,0.24000000000000000000,3539,0.50000000000000000000,24.77644,0.4548,0.45480000000000000000,,,,2026-06-09 11:40:29.302178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2026-01-29,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
TSLA,2026,Q1,Q1 2026,Jan-Mar 2026,2026-03-31,2026-04-22,Q1 2026,,22.387,0.491,0.13,3538,1.45058,0.41,1,0.13000000000000000000,3538,0.41000000000000000000,22.10078,0.3539,0.35390000000000000000,,,,2026-06-09 11:40:29.302178+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2026-04-23,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
