symbol,fiscal_year,fiscal_period,quarter_label,calendar_period,period_end,report_date,calendar_quarter,calendar_quarter_override,revenue_actual,gaap_ni,gaap_eps_diluted_as_reported,dil_shares_as_reported,ng_ni,ng_eps_as_reported,cumulative_split_factor,gaap_eps_diluted_current,dil_shares_current,ng_eps_current,revenue_consensus,ng_eps_consensus_as_reported,ng_eps_consensus_current,ni_consensus,num_analysts_revenue,num_analysts_eps,consensus_last_refreshed,consensus_source,rev_beat_miss_pct,rev_qoq_pct,rev_yoy_pct,gaap_ni_beat_miss_pct,gaap_ni_qoq_pct,gaap_ni_yoy_pct,gaap_eps_qoq_pct,gaap_eps_yoy_pct,ng_ni_qoq_pct,ng_ni_yoy_pct,ng_eps_beat_miss_pct,ng_eps_qoq_pct,ng_eps_yoy_pct,non_gaap_basis_override,basis_change_event,actuals_source_url,actuals_filing_date,is_restated,last_verified_at,last_verified_against,notes,created_at,updated_at
AAPL,2020,Q3,FQ3 2020,Apr-Jun 2020,2020-06-27,2020-07-30,Q2 2020,,59.685,11.253,0.65,17419.152,11.253,0.64,4,0.16250000000000000000,69676.608,0.16000000000000000000,46.82977,0.51,0.12750000000000000000,,,,2026-06-09 11:40:04.583771+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2020-07-31,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2020,Q4,FQ4 2020,Jul-Sep 2020,2020-09-26,2020-10-29,Q3 2020,,64.698,12.673,0.73,17256.521,12.673,0.73,1,0.73000000000000000000,17256.521,0.73000000000000000000,63.8024,0.69,0.69000000000000000000,,,,2026-06-09 11:40:04.583771+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2020-10-30,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2021,Q1,FQ1 2021,Oct-Dec 2020,2020-12-26,2021-01-27,Q4 2020,,111.439,28.755,1.68,17113.688,28.755,1.68,1,1.68000000000000000000,17113.688,1.68000000000000000000,90.09962,1.41,1.41000000000000000000,,,,2026-06-09 11:40:04.584472+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-01-28,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2021,Q2,FQ2 2021,Jan-Mar 2021,2021-03-27,2021-04-28,Q1 2021,,89.584,23.63,1.4,16929.157,23.63,1.4,1,1.40000000000000000000,16929.157,1.40000000000000000000,76.9207,1,1.00000000000000000000,,,,2026-06-09 11:40:04.584472+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-04-29,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2021,Q3,FQ3 2021,Apr-Jun 2021,2021-06-26,2021-07-27,Q2 2021,,81.434,21.744,1.3,16781.735,21.744,1.3,1,1.30000000000000000000,16781.735,1.30000000000000000000,84.5819,1,1.00000000000000000000,,,,2026-06-09 11:40:04.584472+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-07-28,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2021,Q4,FQ4 2021,Jul-Sep 2021,2021-09-25,2021-10-28,Q3 2021,,83.36,20.551,1.24,16635.097,20.551,1.24,1,1.24000000000000000000,16635.097,1.24000000000000000000,117.986,1.24,1.24000000000000000000,,,,2026-06-09 11:40:04.585025+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-10-29,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2022,Q1,FQ1 2022,Oct-Dec 2021,2021-12-25,2022-01-27,Q4 2021,,123.945,34.63,2.1,16519.291,34.63,2.1,1,2.1000000000000000,16519.291,2.1000000000000000,119.0025,1.89,1.89000000000000000000,,,,2026-06-09 11:40:04.585025+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-01-28,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2022,Q2,FQ2 2022,Jan-Mar 2022,2022-03-26,2022-04-28,Q1 2022,,97.278,25.01,1.52,16403.316,25.01,1.52,1,1.52000000000000000000,16403.316,1.52000000000000000000,94.0338,1.43,1.43000000000000000000,,,,2026-06-09 11:40:04.585025+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-04-29,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2022,Q3,FQ3 2022,Apr-Jun 2022,2022-06-25,2022-07-28,Q2 2022,,82.959,19.442,1.2,16262.203,19.442,1.2,1,1.20000000000000000000,16262.203,1.20000000000000000000,82.79124,1.14,1.14000000000000000000,,,,2026-06-09 11:40:04.585589+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-07-29,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2022,Q4,FQ4 2022,Jul-Sep 2022,2022-09-24,2022-10-27,Q3 2022,,90.146,20.721,1.29,16118.465,20.721,1.29,1,1.29000000000000000000,16118.465,1.29000000000000000000,88.73928,1.27,1.27000000000000000000,,,,2026-06-09 11:40:04.585589+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-10-28,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2023,Q1,FQ1 2023,Oct-Dec 2022,2022-12-31,2023-02-02,Q4 2022,,117.154,29.998,1.88,15955.718,29.998,1.88,1,1.88000000000000000000,15955.718,1.88000000000000000000,121.3333,1.93,1.93000000000000000000,,,,2026-06-09 11:40:04.585589+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-02-03,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2023,Q2,FQ2 2023,Feb-Apr 2023,2023-04-01,2023-05-04,Q1 2023,,94.836,24.16,1.52,15847.05,24.16,1.52,1,1.52000000000000000000,15847.05,1.52000000000000000000,92.90605,1.44,1.44000000000000000000,,,,2026-06-09 11:40:04.585589+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-05-05,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2023,Q3,FQ3 2023,May-Jul 2023,2023-07-01,2023-08-03,Q2 2023,,81.797,19.881,1.26,15775.021,19.881,1.26,1,1.26000000000000000000,15775.021,1.26000000000000000000,81.79492,1.19,1.19000000000000000000,,,,2026-06-09 11:40:04.586197+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-08-04,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2023,Q4,FQ4 2023,Jul-Sep 2023,2023-09-30,2023-11-02,Q3 2023,,89.498,22.956,1.46,15672.4,22.956,1.46,1,1.46000000000000000000,15672.4,1.46000000000000000000,89.3038,1.39,1.39000000000000000000,,,,2026-06-09 11:40:04.586197+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-11-03,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2024,Q1,FQ1 2024,Oct-Dec 2023,2023-12-30,2024-02-01,Q4 2023,,119.575,33.916,2.18,15576.641,33.916,2.18,1,2.1800000000000000,15576.641,2.1800000000000000,117.9866,2.1,2.1000000000000000,,,,2026-06-09 11:40:04.586197+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-02-02,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2024,Q2,FQ2 2024,Jan-Mar 2024,2024-03-30,2024-05-02,Q1 2024,,90.753,23.636,1.53,15464.709,23.636,1.53,1,1.53000000000000000000,15464.709,1.53000000000000000000,90.36611,1.51,1.51000000000000000000,,,,2026-06-09 11:40:04.586838+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-05-03,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2024,Q3,FQ3 2024,Apr-Jun 2024,2024-06-29,2024-08-01,Q2 2024,,85.777,21.448,1.4,15348.175,21.448,1.4,1,1.40000000000000000000,15348.175,1.40000000000000000000,84.48071,1.34,1.34000000000000000000,,,,2026-06-09 11:40:04.586838+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-08-02,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2024,Q4,FQ4 2024,Jul-Sep 2024,2024-09-28,2024-10-31,Q3 2024,,94.93,14.736,0.97,15242.853,14.736,1.64,1,0.97000000000000000000,15242.853,1.64000000000000000000,94.51195,1.6,1.60000000000000000000,,,,2026-06-09 11:40:04.586838+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-11-01,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2025,Q1,FQ1 2025,Oct-Dec 2024,2024-12-28,2025-01-30,Q4 2024,,124.3,36.33,2.4,15150.865,36.33,2.4,1,2.4000000000000000,15150.865,2.4000000000000000,124.2574,2.36,2.3600000000000000,,,,2026-06-09 11:40:04.587352+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-01-31,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2025,Q2,FQ2 2025,Jan-Mar 2025,2025-03-29,2025-05-01,Q1 2025,,95.359,24.78,1.65,15056.133,24.78,1.65,1,1.65000000000000000000,15056.133,1.65000000000000000000,94.54218,1.63,1.63000000000000000000,,,,2026-06-09 11:40:04.587352+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-05-02,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2025,Q3,FQ3 2025,Apr-Jun 2025,2025-06-28,2025-07-31,Q2 2025,,94.036,23.434,1.57,14948.179,23.434,1.57,1,1.57000000000000000000,14948.179,1.57000000000000000000,89.56274,1.44,1.44000000000000000000,,,,2026-06-09 11:40:04.587352+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-08-01,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2025,Q4,FQ4 2025,Jul-Sep 2025,2025-09-27,2025-10-30,Q3 2025,,102.466,27.466,1.85,15004.697,27.466,1.85,1,1.85000000000000000000,15004.697,1.85000000000000000000,102.2271,1.73,1.73000000000000000000,,,,2026-06-09 11:40:04.587352+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-10-31,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2026,Q1,FQ1 2026,Oct-Dec 2025,2025-12-27,2026-01-29,Q4 2025,,143.756,42.097,2.84,14810.356,42.097,2.85,1,2.8400000000000000,14810.356,2.8500000000000000,138.391,2.67,2.6700000000000000,,,,2026-06-09 11:40:04.587906+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2026-01-30,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AAPL,2026,Q2,FQ2 2026,Jan-Mar 2026,2026-03-28,2026-04-30,Q1 2026,,111.184,29.578,2.01,14768.115,29.578,2.01,1,2.0100000000000000,14768.115,2.0100000000000000,109.4576,1.95,1.95000000000000000000,,,,2026-06-09 11:40:04.587906+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2026-05-01,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2020,Q2,Q2 2020,Apr-Jun 2020,2020-06-30,2020-07-30,Q2 2020,,88.912,5.243,0.52,10180,5.243,0.52,20,0.02600000000000000000,203600,0.02600000000000000000,12.603060194,0.07,0.00350000000000000000,,,,2026-06-09 11:40:18.021863+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2020-07-31,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2020,Q3,Q3 2020,Jul-Sep 2020,2020-09-30,2020-10-29,Q3 2020,,96.145,6.331,0.62,10240,6.331,0.62,20,0.03100000000000000000,204800,0.03100000000000000000,78.677360829,0.37,0.01850000000000000000,,,,2026-06-09 11:40:18.021863+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2020-10-30,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2020,Q4,Q4 2020,Oct-Dec 2020,2020-12-31,2021-02-02,Q4 2020,,125.555,7.222,0.7,10260,7.222,0.7,20,0.03500000000000000000,205200,0.03500000000000000000,120.761622016,0.36,0.01800000000000000000,,,,2026-06-09 11:40:18.021863+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-02-03,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2021,Q1,Q1 2021,Jan-Mar 2021,2021-03-31,2021-04-29,Q1 2021,,108.518,8.107,0.79,10260,8.107,0.79,20,0.03950000000000000000,205200,0.03950000000000000000,92.624208018,0.48,0.02400000000000000000,,,,2026-06-09 11:40:18.021863+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-04-30,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2021,Q2,Q2 2021,Apr-Jun 2021,2021-06-30,2021-07-29,Q2 2021,,113.08,7.778,0.76,10280,7.778,0.76,20,0.03800000000000000000,205600,0.03800000000000000000,111.678,0.62,0.03100000000000000000,,,,2026-06-09 11:40:18.022562+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-07-30,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2021,Q3,Q3 2021,Jul-Sep 2021,2021-09-30,2021-10-28,Q3 2021,,110.812,3.156,0.31,10300,3.156,0.31,20,0.01550000000000000000,206000,0.01550000000000000000,137.634,0.45,0.02250000000000000000,,,,2026-06-09 11:40:18.022562+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-10-29,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2021,Q4,Q4 2021,Oct-Dec 2021,2021-12-31,2022-02-03,Q4 2021,,137.412,14.323,1.39,10320,14.323,1.39,20,0.06950000000000000000,206400,0.06950000000000000000,137.68186459,0.19,0.00950000000000000000,,,,2026-06-09 11:40:18.022562+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-02-04,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2022,Q1,Q1 2022,Jan-Mar 2022,2022-03-31,2022-04-28,Q1 2022,,116.444,-3.844,-0.38,10180,-3.844,0.21,20,-0.01900000000000000000,203600,0.01050000000000000000,116.450273046,0.44,0.02200000000000000000,,,,2026-06-09 11:40:18.022562+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-04-29,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2022,Q2,Q2 2022,Apr-Jun 2022,2022-06-30,2022-07-28,Q2 2022,,121.234,-2.028,-0.2,10175,-2.028,0.1,1,-0.20000000000000000000,10175,0.10000000000000000000,118.999465993,0.15,0.15000000000000000000,,,,2026-06-09 11:40:18.023283+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-07-29,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2022,Q3,Q3 2022,Jul-Sep 2022,2022-09-30,2022-10-27,Q3 2022,,127.101,2.872,0.28,10331,2.872,0.2,1,0.28000000000000000000,10331,0.20000000000000000000,127.307504866,0.22,0.22000000000000000000,,,,2026-06-09 11:40:18.023283+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2022-10-28,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2022,Q4,Q4 2022,Oct-Dec 2022,2022-12-31,2023-02-02,Q4 2022,,149.204,0.278,0.03,10308,0.278,0.21,1,0.03000000000000000000,10308,0.21000000000000000000,145.712886275,0.15,0.15000000000000000000,,,,2026-06-09 11:40:18.023858+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-02-03,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2023,Q1,Q1 2023,Jan-Mar 2023,2023-03-31,2023-04-27,Q1 2023,,127.358,3.172,0.31,10347,3.172,0.31,1,0.31000000000000000000,10347,0.31000000000000000000,124.551,0.21,0.21000000000000000000,,,,2026-06-09 11:40:18.023858+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-04-28,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2023,Q2,Q2 2023,Apr-Jun 2023,2023-06-30,2023-08-03,Q2 2023,,134.383,6.75,0.65,10449,6.75,0.65,1,0.65000000000000000000,10449,0.65000000000000000000,119.573,0.35,0.35000000000000000000,,,,2026-06-09 11:40:18.023858+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-08-04,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2023,Q3,Q3 2023,Jul-Sep 2023,2023-09-30,2023-10-26,Q3 2023,,143.083,9.879,0.94,10558,9.879,0.94,1,0.94000000000000000000,10558,0.94000000000000000000,133.393,0.58,0.58000000000000000000,,,,2026-06-09 11:40:18.023858+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2023-10-27,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2023,Q4,Q4 2023,Oct-Dec 2023,2023-12-31,2024-02-01,Q4 2023,,169.961,10.624,1,10610,10.624,1,1,1.00000000000000000000,10610,1.00000000000000000000,166.172,0.8,0.80000000000000000000,,,,2026-06-09 11:40:18.023858+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-02-02,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2024,Q1,Q1 2024,Jan-Mar 2024,2024-03-31,2024-04-30,Q1 2024,,143.313,10.431,0.98,10670,10.431,0.98,1,0.98000000000000000000,10670,0.98000000000000000000,142.65416102,0.83,0.83000000000000000000,,,,2026-06-09 11:40:18.023858+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-05-01,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2024,Q2,Q2 2024,Apr-Jun 2024,2024-06-30,2024-08-01,Q2 2024,,147.977,13.485,1.26,10708,13.485,1.26,1,1.26000000000000000000,10708,1.26000000000000000000,148.665347243,1.03,1.03000000000000000000,,,,2026-06-09 11:40:18.024926+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-08-02,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2024,Q3,Q3 2024,Jul-Sep 2024,2024-09-30,2024-10-31,Q3 2024,,158.877,15.328,1.43,10735,15.328,1.43,1,1.43000000000000000000,10735,1.43000000000000000000,157.275157418,1.14,1.14000000000000000000,,,,2026-06-09 11:40:18.024926+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2024-11-01,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2024,Q4,Q4 2024,Oct-Dec 2024,2024-12-31,2025-02-06,Q4 2024,,187.792,20.004,1.86,10771,20.004,1.86,1,1.86000000000000000000,10771,1.86000000000000000000,187.337375136,1.49,1.49000000000000000000,,,,2026-06-09 11:40:18.024926+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-02-07,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2025,Q1,Q1 2025,Jan-Mar 2025,2025-03-31,2025-05-01,Q1 2025,,155.667,17.127,1.59,10793,17.127,1.59,1,1.59000000000000000000,10793,1.59000000000000000000,155.148014892,1.37,1.37000000000000000000,,,,2026-06-09 11:40:18.024926+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-05-02,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2025,Q2,Q2 2025,Apr-Jun 2025,2025-06-30,2025-07-31,Q2 2025,,167.702,18.164,1.68,10806,18.164,1.68,1,1.68000000000000000000,10806,1.68000000000000000000,161.77640497,1.31,1.31000000000000000000,,,,2026-06-09 11:40:18.024926+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-08-01,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2025,Q3,Q3 2025,Jul-Sep 2025,2025-09-30,2025-10-30,Q3 2025,,180.169,21.187,1.95,10845,21.187,1.95,1,1.95000000000000000000,10845,1.95000000000000000000,177.9132149,1.57,1.57000000000000000000,,,,2026-06-09 11:40:18.024926+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2025-10-31,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2025,Q4,Q4 2025,Oct-Dec 2025,2025-12-31,2026-02-05,Q4 2025,,213.386,21.192,1.95,10863,21.192,1.95,1,1.95000000000000000000,10863,1.95000000000000000000,211.4548,1.97,1.97000000000000000000,,,,2026-06-09 11:40:18.024926+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2026-02-06,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
AMZN,2026,Q1,Q1 2026,Jan-Mar 2026,2026-03-31,2026-04-29,Q1 2026,,181.519,30.255,2.78,10874,30.255,2.78,1,2.7800000000000000,10874,2.7800000000000000,177.2817,1.63,1.63000000000000000000,,,,2026-06-09 11:40:18.025875+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2026-04-30,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
GOOGL,2020,Q2,Q2 2020,Apr-Jun 2020,2020-06-30,2020-07-30,Q2 2020,,38.297,6.959,0.51,13740.474503,6.959,0.51,20,0.02550000000000000000,274809.490060,0.02550000000000000000,31.038338598,0.41,0.02050000000000000000,,,,2026-06-09 11:40:22.036547+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2020-07-31,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
GOOGL,2020,Q3,Q3 2020,Jul-Sep 2020,2020-09-30,2020-10-29,Q3 2020,,46.173,11.247,0.82,13717.014513,11.247,0.82,20,0.04100000000000000000,274340.290260,0.04100000000000000000,31.786168902,0.56,0.02800000000000000000,,,,2026-06-09 11:40:22.037636+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2020-10-30,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
GOOGL,2020,Q4,Q4 2020,Oct-Dec 2020,2020-12-31,2021-02-02,Q4 2020,,56.898,15.227,1.12,13659.373853,15.227,1.12,20,0.05600000000000000000,273187.477060,0.05600000000000000000,53.0749,0.8,0.04000000000000000000,,,,2026-06-09 11:40:22.037636+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-02-03,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
GOOGL,2021,Q1,Q1 2021,Jan-Mar 2021,2021-03-31,2021-04-27,Q1 2021,,55.314,17.93,1.31,13641.413861,17.93,1.31,20,0.06550000000000000000,272828.277220,0.06550000000000000000,46.297503317,0.79,0.03950000000000000000,,,,2026-06-09 11:40:22.037636+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-04-28,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
GOOGL,2021,Q2,Q2 2021,Apr-Jun 2021,2021-06-30,2021-07-27,Q2 2021,,61.88,18.525,1.36,13592.234,18.525,1.36,20,0.06800000000000000000,271844.680,0.06800000000000000000,63.237,0.97,0.04850000000000000000,,,,2026-06-09 11:40:22.037636+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-07-28,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
GOOGL,2021,Q3,Q3 2021,Jul-Sep 2021,2021-09-30,2021-10-26,Q3 2021,,65.118,18.936,1.4,13530.373911,18.936,1.4,20,0.07000000000000000000,270607.478220,0.07000000000000000000,63.2595,1.17,0.05850000000000000000,,,,2026-06-09 11:40:22.037636+08,FMP_earnings_company,,,,,,,,,,,,,,,,,2021-10-27,f,,,,2026-06-09 11:40:00.107912+08,2026-06-09 11:40:00.107912+08
